Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,County, Agency Name,Street,City, State,Zip,Agency Phone,Agency Contact,  Street ,City,State,Zip,"Minimum 
Age Served","Maximum 
Age Served",     Star Rating, Provider Type,Capacity,   Open Time,   Close Time,"Certificate 
Program
 Participant"," Offers
 Scholarships","   Offers 
   Sliding 
       Scale Fee     ","Offers 
Multi- Child Discount",Approved For Transportation,"Charges 
Fee for 
Transportation","Regulatory
Agency"," Regulatory 
Status", License Approval Date,Date Open,Near Public Transportation," Wheel 
Chair
 Accessible",  No Smoking ,  No Dogs ,  No Cats ,No Pets ,"   Child and  Adult
  Care Food 
      Program      Participant","   Program 
   Evaluator","Program
Evaluator
Phone Number"
,PUTNAM,"The Brightside School, LLC",520 E. 10TH STREET,COOKEVILLE,TN,38501,(931) 526-9649  ,LORI LAURETTA,520 E. 10TH STREET,COOKEVILLE,TN,38501,6WK,6YR,3,Center,51,06:30 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,10/1/2021,6/29/2006,N,N,Y,N,N,Y,N,Mia Bowling,(931) 520-2478
,PUTNAM,HEAVENLY HOST EARLY CHILDHOOD CENTER,777 S. WILLOW AVE.,COOKEVILLE,TN,38501,(931) 520-3766  ,Terri Blyly,777 S. WILLOW AVE.,COOKEVILLE,TN,38501,12MO,5YR,2,Center,80,07:00 AM,05:30 PM,Y,N,N,N,N,N,Department Of Education,Approved,10/1/2021,12/1/1996,N,Y,Y,Y,Y,Y,N,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,Jacob's Ladder Preschool,210 E. Broad Street,Cookeville,TN,38501,(931) 520-0181  ,Heather  Dickson,165 E. Broad Street,Cookeville,TN,38501,6WK,6YR,3,Center,89,06:30 AM,05:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,12/1/2020,2/8/2011,N,Y,Y,Y,Y,N,N,Mia Bowling,(931) 520-2478
,PUTNAM,Bright Ideas Enrichment Center,1160 Perimeter Park Drive,Cookeville,TN,38501,(931) 520-7400  ,Alison  Knieling,1160 Perimeter Park Drive,Cookeville,TN,38501,6WK,5YR,3,Center,166,06:30 AM,06:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,7/1/2021,3/15/2019,N,Y,Y,Y,Y,N,N,Britin Julian,
,PUTNAM,Kids Putnam,1130 Chocolate Drive,Cookeville,TN,38501,(931) 526-5437  ,LaTonya Mott,1130 Chocolate Drive,Cookeville,TN,38501,6WK,5YR,3,Center,75,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,12/1/2021,8/1/2016,Y,Y,Y,Y,Y,Y,Y,LINDA ALLISON,(931) 319-7105
,PUTNAM,Making Memories,5144 Nashville Hwy,Baxter,TN,38544,(931) 858-5437  ,Donnetta Goss,5144 Nashville Hwy,Baxter,TN,38544,6WK,12YR,2,Center,59,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,5/1/2021,11/1/2014,N,Y,Y,Y,Y,N,N,JULIE VANCE,(615) 735-5741
,PUTNAM,Mrs. Chelsey's Childcare,199 Second Avenue South,Baxter,TN,38544,(931) 349-9890  ,Chelsey Stanton,199 Second Avenue South,Baxter,TN,38544,6WK,6YR,3,Family,7,07:00 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,10/1/2021,6/1/2015,N,N,Y,Y,Y,Y,Y,JULIE VANCE,(615) 735-5741
,PUTNAM,Ms. Crystal's Learning Tree,12621 Monterey Hwy,Monterey,TN,38574,(931) 839-2851  ,Crystal Tayes,217 Cumberland Lakes Drive,Monterey ,TN,38574,6WK,12YR,3,Group,12,06:30 AM,04:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,11/1/2021,7/1/2015,N,N,Y,Y,Y,Y,Y,LINDA ALLISON,(931) 319-7105
,PUTNAM,"Busy Bees Preschool, LLC",749 Buffalo Valley Rd.,Cookeville,TN,38501,(931) 372-8275  ,Carol Walker,749 Buffalo Valley Rd.,Cookeville,TN,38501,6WK,12YR,3,Center,68,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,2/1/2021,2/1/2016,N,Y,Y,Y,Y,N,Y,KAREN COOPER,(931) 520-2476
,PUTNAM,Mrs. Kristie's Stay & Play,1410 Elmore Town Road,Baxter ,TN,38544,(931) 265-1486  ,Kristie Young,1410 Elmore Town Road,Baxter ,TN,38544,6WK,12YR,3,Group,12,07:00 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,10/1/2021,6/10/2019,N,N,Y,Y,Y,Y,Y,JULIE VANCE,(615) 735-5741
,PUTNAM,TTU Child Development Lab,200 W. 10th Street,Cookeville,TN,38505,(931) 372-6262  ,Angie Smith,TTU,Cookeville,TN,38505,6WK,12YR,3,Center,146,07:15 AM,05:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,3/1/2021,3/17/2014,N,Y,Y,Y,Y,Y,N,Britin Julian,
,PUTNAM,TTU CDL PreK,200 W 10th Street,Cookeville,TN,38505,(931) 372-6262  ,,200 W 10th Street,Cookeville,TN,38505,,,,Center,40,,,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/1/2016,N,N,N,N,N,Y,N,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,South Cookeville Head Start Center,571 South Willow Avenue,Cookeville,TN,38501,(931) 372-8021  ,Penny Meadows,LBJ & C Development Corporation,Cookeville,TN,38501,3YR,5YR,3,Center,80,07:00 AM,03:00 PM,N,N,N,N,N,N,DHS Licensing,Licensed,1/1/2022,9/26/2011,N,Y,Y,Y,Y,Y,Y,JULIE VANCE,(615) 735-5741
,PUTNAM,MONTEREY HEAD START,705 EAST COMMERCIAL,MONTEREY,TN,38574,(931) 839-3323  ,Penny Meadows,LBJ&C HEAD START,COOKEVILLE,TN,38501,3YR,4YR,3,Center,60,07:00 AM,03:00 PM,N,N,N,N,N,N,DHS Licensing,Licensed,1/1/2022,4/28/1997,N,Y,Y,Y,Y,Y,Y,LINDA ALLISON,(931) 319-7105
,PUTNAM,ALGOOD/COOKEVILLE HEAD START,180 WEST CHURCH ST,ALGOOD,TN,38506,(931) 537-9057  ,Penny Meadows,LBJ&C HEAD START,COOKVILLE,TN,38501,3YR,4YR,3,Center,134,07:00 AM,04:00 PM,N,N,N,N,N,N,DHS Licensing,Licensed,4/1/2021,4/28/1997,N,Y,Y,N,N,Y,Y,LINDA ALLISON,(931) 319-7105
,PUTNAM,NOAH'S ARK,780 Fairground Street,COOKEVILLE,TN,38501,(931) 528-7113  ,Tiffany  Buhl,780 Fairground Street,COOKEVILLE,TN,38501,22MO,12YR,3,Center,129,06:30 AM,05:30 PM,N,N,N,Y,Y,N,DHS Licensing,Licensed,9/1/2021,3/24/1997,N,N,Y,Y,Y,Y,N,JULIE VANCE,(615) 735-5741
,PUTNAM,CUMBERLAND PRESBYTERIAN NURSERY SCHOOL,565 E. 10TH STREET,COOKEVILLE,TN,38501,(931) 528-8587  ,April Bryant,565 E. 10TH STREET,COOKEVILLE,TN,38501,6WK,12YR,3,Center,65,06:30 AM,05:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,1/1/2022,4/2/1997,N,N,Y,Y,Y,Y,Y,LINDA ALLISON,(931) 319-7105
,PUTNAM,Color My World Child Care &  Learning ,1701 N. Dixie Ave.,Cookeville,TN,38501,(931) 528-1503  ,Debra  Grinder,1701 N. Dixie Ave.,Cookeville,TN,38501,6WK,6YR,3,Center,47,06:00 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,7/1/2021,4/1/1999,N,Y,Y,Y,Y,Y,Y,Britin Julian,
,PUTNAM,KID KUNTRY PRESCHOOL,145 E. MAIN STREET,ALGOOD,TN,38506,(931) 537-3033  ,ROBBIE HARRIS,145 E. MAIN STREET,ALGOOD,TN,38506,6WK,12YR,3,Center,62,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,12/1/2021,8/4/2003,N,Y,Y,N,Y,Y,N,LINDA ALLISON,(931) 319-7105
,PUTNAM,London Bridge Preschool & Infant Toddler,1175 EAST 10TH STREET,COOKEVILLE,TN,38501,(931) 528-6860  ,Tammy  Fontenot,1175 EAST 10TH STREET,COOKEVILLE,TN,38501,6WK,8YR,2,Center,79,07:00 AM,05:30 PM,Y,Y,N,Y,N,N,DHS Licensing,Licensed,9/1/2021,5/13/1998,N,Y,Y,Y,Y,Y,N,KAREN COOPER,(931) 520-2476
,PUTNAM,ABC 123 Daycare,7848 SOUTH FORK ROAD,BAXTER,TN,38544,(931) 858-6698  ,TABITHA HALL,7848 SOUTH FORK ROAD,BAXTER,TN,38544,6WK,12YR,3,Group,12,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,8/1/2021,8/1/2009,N,Y,Y,Y,Y,Y,Y,JULIE VANCE,(615) 735-5741
,PUTNAM,ALGOOD ELEMENTARY  SCHOOL SAC,2525 Old Walton Road,ALGOOD,TN,38506,(931) 303-0368  ,Krista Hamilton,1400  E Spring Street,Cookeville,TN,38506,4YR,13YR,,Center,160,06:00 AM,06:00 PM,Y,N,Y,Y,N,N,Department Of Education,Approved,10/1/2021,12/2/1996,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,Baxter Primary School - SAC,125 ELMORE TOWN ROAD,BAXTER,TN,38544,(931) 858-6339  ,Krista Hamilton,1400 E. SPRING STREET,COOKEVILLE,TN,38506,4YR,14YR,,Center,100,06:00 AM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/2/1996,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,CANE CREEK SCHOOL - SAC,1500 WEST JACKSON STREET,COOKEVILLE,TN,38501,(931) 520-1549  ,Krista Hamilton,1400 E. Spring Street,COOKEVILLE,TN,38506,4YR,14YR,,Center,100,06:00 AM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/2/1996,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,CAPSHAW ELEMENTARY - SAC,1 COUGAR LANE,COOKEVILLE,TN,38501,(931) 526-4273  ,Krista Hamilton,1400 E. SPRING STREET,COOKEVILLE,TN,38501,4MO,14YR,,Center,180,06:00 AM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/2/1996,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,NORTHEAST ELEMENTARY - SAC,575 OLD KENTUCKY ROAD,COOKEVILLE,TN,38501,(931) 520-1136  ,Krista Hamilton,1400 E. SPRING STREET,COOKEVILLE,TN,38506,4YR,14YR,,Center,100,06:00 AM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/2/1996,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,PARK VIEW ELEMENTARY - SAC,545 SCOTT AVENUE,COOKEVILLE,TN,38501,(931) 528-8713  ,Krista Hamilton,1400 E. SPRING STREET,COOKEVILLE,TN,38506,4YR,14YR,,Center,150,06:00 AM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/2/1996,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,SYCAMORE ELEMENTARY - SAC,452 ELLIS DRIVE,COOKEVILLE,TN,38501,(931) 372-0314  ,Krista Hamilton,1400 E. SPRING STREET,COOKEVILLE,TN,38501,4YR,14YR,,Center,100,06:00 AM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/2/1996,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,PRESCOTT SOUTH ELEM- SAC,115 W. CEMETERY ROAD,COOKEVILLE,TN,38506,(931) 525-4818  ,Krista Hamilton,1400 E. SPRING STREET,COOKEVILLE,TN,38506,4YR,14YR,,Center,200,06:00 AM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,12/23/1996,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,COOKEVILLE HIGH SCH Pre-K,1 Cavalier Drive,COOKEVILLE,TN,38501,(931) 520-2030  ,Jill Ramsey,2335 North Washington Ave.,COOKEVILLE,TN,38501,3YR,5YR,,Center,40,07:45 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,1/4/2001,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,PARK VIEW Pre-K,545 SCOTT AVENUE,"COOKEVILLE,",TN,38501,(931) 520-7832  ,Jill Ramsey,1400 E SPRING STREET,"COOKEVILLE,",TN,38506,4YR,5YR,,Center,56,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,2/8/2001,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,JERE WHITSON Pre-K,178 E Jere Whitson,Cookeville,TN,38501,(931) 526-6575  ,Jill Ramsey,1400 EAST SPRING STREET,COOKEVILLE,TN,38506,3YR,5YR,,Center,40,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,1/29/2003,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,Baxter Primary School Pre-K,125 Elmore Town Road,BAXTER,TN,38544,(931) 858-3112  ,Jill Ramsey,1400 E. SPRING STREET,COOKEVILLE,TN,38506,4YR,5YR,,Center,92,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,4/14/2003,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM, Prescott South ECC (Employee Child Care,PRESCOTT SOUTH SCHOOL,COOKEVILLE,TN,38506,(931) 528-3647  ,Krista Hamilton,1400 E. SPRING STREET,COOKEVILLE,TN,38506,6WK,5YR,,Center,50,07:00 AM,04:30 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,7/23/2004,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,CANE CREEK Pre-K,1500 W. JACKSON STREET,COOKEVILLE,TN,38501,(931) 520-1173  ,Jill Ramsey,1400 E. SPRING STREET,COOKEVILLE,TN,38506,3YR,5YR,,Center,88,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/3/2005,N,Y,Y,Y,Y,N,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,PRESCOTT SOUTH ELEM.  Pre-K ,115 W. CEMETERY ROAD,COOKEVILLE,TN,38506,(931) 528-3647  ,Jill Ramsey,1400 E. SPRING STREET,COOKEVILLE,TN,38506,3YR,5YR,,Center,56,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/1/2005,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,SYCAMORE Pre-K,452 ELLIS AVE,COOKEVILLE,TN,38501,(931) 526-9322  ,Jill Ramsey,1400 E. SPRING STREET,COOKEVILLE,TN,38506,3YR,5YR,,Center,36,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/3/2005,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,NORTHEAST Pre-K,575 OLD KENTUCKY ROAD,COOKEVILLE,TN,38501,(931) 526-2978  ,Jill Ramsey,1400 EAST SPRING STREET,COOKEVILLE,TN,38506,4YR,5YR,,Center,56,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/21/2006,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,AVERY TRACE MIDDLE SCHOOL - LEAPS,230 RAIDER DRIVE,COOKEVILLE,TN,38501,(931) 520-2200  ,Brenda  Hughett,230 RAIDER DRIVE,COOKEVILLE,TN,38501,9YR,13YR,,Center,200,07:15 AM,05:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,1/26/2007,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,BAXTER Primary LEAPS,125 ELMORE TOWN ROAD,BAXTER,TN,38544,(931) 858-3110  ,Dee Bean,125 ELMORE TOWN ROAD,BAXTER,TN,38544,6YR,11YR,,Center,100,03:15 PM,05:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,1/26/2007,N,Y,Y,Y,Y,Y,N,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,CANE CREEK ELEMENTARY - LEAPS,1500 W JACKSON ST,COOKEVILLE,TN,38501,(931) 520-1173  ,Brenda Hughett,1500 W JACKSON ST,COOKEVILLE,TN,38501,6YR,12YR,,Center,100,06:45 AM,05:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,1/26/2007,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,PRESCOTT SOUTH ELEM - LEAPS,115 W Cemetery Road,COOKEVILLE,TN,38506,(931) 526-2275  ,Brenda Hughett,115 W Cemetery Road,COOKEVILLE,TN,38506,6YR,11YR,,Center,200,07:00 AM,05:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,1/29/2007,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,PARK VIEW ELEMENTARY LEAPS,545 SCOTT AVE,COOKEVILLE,TN,38501,(931) 526-2516  ,Brenda Hughett,545 SCOTT AVE,COOKEVILLE,TN,38501,6YR,11YR,,Center,200,06:45 AM,05:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,1/29/2007,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,SYCAMORE ELEMENTARY LEAPS,452 ELLIS AVENUE,COOKEVILLE,TN,38501,(931) 526-9322  ,Brenda Hughett,452 ELLIS AVENUE,COOKEVILLE,TN,38501,5YR,10YR,,Center,150,06:45 AM,05:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,1/29/2007,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,JERE WHITSON ELEMENTARY LEAPS,178 E Jere Whtison,Cookeville,TN,38501,(931) 526-6575  ,Brenda Hughett,1400 E. SPRING ST.,Cookeville,TN,38506,6YR,11YR,,Center,150,06:45 AM,05:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,2/15/2007,N,Y,Y,Y,Y,Y,N,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,CAPSHAW ELEMENTARY LEAPS PROGRAM,1 COUGAR LANE,COOKEVILLE,TN,38501,(931) 526-2414  ,Brenda Hughett,1 COUGAR LANE,COOKEVILLE,TN,38501,6YR,10YR,,Center,150,03:00 AM,05:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,2/22/2007,N,Y,Y,Y,Y,Y,N,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,ALGOOD MIDDLE SCHOOL LEAPS,540 Dry Valley Road,Algood,TN,38506,(931) 537-6141  ,Brenda Hughett,540 Dry Valley Road,Algood,TN,38506,10YR,14YR,,Center,150,06:45 AM,05:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,10/31/2008,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,Northeast Elementary LEAPS Program,575 Old Kentucky Road,Cookeville,TN,38501,(931) 526-2978  ,Brenda Hughett,575 Old Kentucky Road,Cookeville,TN,38501,5YR,10YR,,Center,150,06:45 AM,05:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,11/4/2008,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,Cornerstone Elementary LEAPS,371 1st Ave South,Baxter,TN,38544,(931) 858-3112  ,Brenda Hughett,371 1st Ave South,Baxter,TN,38544,14YR,18YR,,Center,100,06:45 AM,05:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,11/5/2008,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,ALGOOD ELEMENTARY SCHOOL LEAPS,2525 Old Walton Road,Cookeville,TN,38506,(931) 303-0362  ,Brenda Hughett,2525 Old Walton Road,Cookeville,TN,38506,6YR,11YR,,Center,150,03:15 PM,05:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,10/23/2009,N,Y,Y,Y,Y,Y,N,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,AVERY TRACE SCHOOL AGE CARE SAC,230 Raider Drive,Cookeville,TN,38501,(931) 520-5910  ,Krista Hamilton,1400 East Spring Street,Cookeville,TN,38501,4YR,14YR,,Center,100,06:00 AM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,7/21/2010,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,ALGOOD MIDDLE SCHOOL Pre-K,540 Dry Valley Road,Cookeville,TN,38506,(931) 537-6141  ,Jill Ramsey,1400 E. Spring Street,Cookeville,TN,38506,3YR,5YR,,Center,60,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,7/19/2011,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,PRESCOTT SOUTH MIDDLE- LEAPS,1859 South Jefferson Ave,Cookeville,TN,38506,(931) 528-3647  ,Brenda Hughett,1859 South Jefferson Ave,Cookeville,TN,38506,11YR,14YR,,Center,200,06:45 AM,05:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,1/1/0001,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,Capshaw Elementary PreK,1 Cougar Lane,Cookeville,TN,38501,(931) 526-2414  ,Jill Ramsey,1 Cougar Lane,Cookeville,TN,38501,4YR,5YR,,Center,20,08:00 AM,02:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,8/14/2012,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,Burks Elemementary  Pre-K,300 Crossville Street,Monterey,TN,38574,(931) 839-2970  ,Jill Ramsey,300 Crossville Street,Monterey,TN,38574,3YR,5YR,,Center,36,07:30 AM,01:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,8/14/2012,N,Y,Y,Y,Y,Y,Y,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,Algood Elementary School Pre-K ,2525 Old Walton Road,Algood,TN,38506,(931) 303-0362  ,Tonia Wheeler,2525 Old Walton Road,Algood,TN,38506,3YR,5YR,,Center,20,07:45 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,7/31/2015,N,Y,Y,N,N,Y,N,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,Baxter Primary ECC,125 Elmore Town Road,Baxter,TN,38543,(931) 526-9777  ,,125 Elmore Town Road,Baxter,TN,38543,6WK,3YR,,Center,30,07:00 AM,04:30 PM,Y,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/1/2018,N,N,N,N,N,N,N,ANNABEL MAINORD,(931) 797-7417
,PUTNAM,CRMC Children's Center,125 Chestnut Avenue,Cookeville,TN,38501,(931) 783-2492  ,MICHELE LEONARD,125 Chestnut Avenue,Cookeville,TN,38501,6WK,5YR,3,Center,99,06:15 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,4/1/2021,4/1/2017,N,Y,Y,Y,Y,Y,N,LINDA ALLISON,(931) 319-7105
,PUTNAM,Best Beginnings Preschool,122 E. 12TH STREET,COOKEVILLE,TN,38501,(931) 526-9909  ,Lisa Allen,122 E. 12TH STREET,COOKEVILLE,TN,38501,6WK,5YR,3,Center,30,06:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,2/1/2022,10/1/2007,Y,N,Y,N,N,Y,Y,Britin Julian,
,PUTNAM,LITTLE WONDERLAND,402 SOUTH CHESTNUT STREET,MONTEREY,TN,38574,(931) 839-8478  ,Audrey Thompson,402 SOUTH CHESTNUT STREET,MONTEREY,TN,38574,6WK,12YR,3,Group,12,07:00 AM,04:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,9/1/2021,5/28/2007,N,N,Y,Y,Y,Y,Y,LINDA ALLISON,(931) 319-7105
,PUTNAM,"Love, Learn, N' Play","1647 Paran Road, Unit A",Cookeville,TN,38506,(931) 650-0496  ,Hollie  Coburn,"1647 Paran Road, Unit A",Cookeville,TN,38506,6WK,12YR,3,Group,12,07:00 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,12/1/2021,8/19/2019,N,N,Y,N,N,Y,Y,Britin Julian,
,PUTNAM,Grins-N-Giggles,"1647 Paran Road, Unit B",Cookeville,TN,38506,(931) 650-0496  ,Hollie  Coburn,"1647 Paran Road, Unit B",Cookeville,TN,38506,6WK,12YR,3,Group,12,07:00 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,12/1/2021,8/19/2019,N,N,Y,N,N,Y,Y,Britin Julian,
,PUTNAM,Jumping Jelly Beans Daycare,1710 Herbert Garrett Road,Cookeville,TN,38506,(931) 341-9332  ,Rachel Holla,980 W Cemetery Rd. ,Cookeville,TN,38506,6WK,6YR,3,Center,72,07:00 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,7/1/2021,3/4/2019,N,Y,Y,N,N,Y,Y,JULIE VANCE,(615) 735-5741
,PUTNAM,Sour Patch Preschool ,"1710 Herbert Garrett Road, Suite D",Cookeville,TN,38506,(931) 644-0070  ,,980 W Cemetery Rd ,Cookeville,TN,38506,3YR,6YR,,Group,12,07:00 AM,05:30 PM,N,N,N,Y,N,N,DHS Licensing,Licensed,5/1/2021,12/7/2020,N,N,Y,Y,Y,Y,N,JULIE VANCE,(615) 735-5741
,PUTNAM,Mrs. Trudy's Learn & Play,11108 Nashville Hwy.,Baxter,TN,38544,(931) 979-6956  ,Trudy Hensley,11108 Nashville Hwy.,Baxter,TN,38544,6WK,12YR,3,Group,12,07:00 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,4/1/2021,12/13/2017,N,Y,Y,Y,Y,Y,Y,JULIE VANCE,(615) 735-5741
,PUTNAM,"Creative Learning, LLC",275 South Walnut Ave.,Cookeville,TN,38501,(931) 528-2782  ,Laura Wheeler,275 South Walnut Ave.,Cookeville,TN,38501,12MO,12YR,3,Center,177,05:30 AM,06:00 PM,Y,N,N,Y,Y,N,DHS Licensing,Licensed,7/1/2020,2/9/2018,N,Y,Y,N,N,Y,Y,Mia Bowling,(931) 520-2478
,PUTNAM,Smiles For Miles,7240 Southfork Road,Baxter,TN,38544,(931) 704-4435  ,Barbara Crabtree,7240 Southfork Road,Baxter,TN,38544,6WK,12YR,,Group,12,06:30 AM,05:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,2/1/2021,10/26/2020,N,N,Y,N,Y,N,Y,JULIE VANCE,(615) 735-5741
